Codi_Districte,SEXE,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,Data_Referencia
10,1,Sant Martí,72,Sant Martí de Provençals,226,10109,857,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,226,10109,780,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,226,10110,1065,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,226,10110,897,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,227,10111,687,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,227,10111,620,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,227,10112,784,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,227,10112,708,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,227,10113,640,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,227,10113,606,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,227,10114,812,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,227,10114,750,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,228,10115,772,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,228,10115,644,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,228,10116,1005,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,228,10116,857,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,228,10117,679,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,228,10117,596,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,228,10118,517,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,228,10118,477,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,228,10119,613,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,228,10119,528,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,229,10120,833,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,229,10120,718,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,229,10121,842,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,229,10121,781,2024-01-01T00:00:00
10,1,Sant Martí,72,Sant Martí de Provençals,229,10122,779,2024-01-01T00:00:00
10,2,Sant Martí,72,Sant Martí de Provençals,229,10122,686,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,230,10123,697,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,230,10123,651,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,230,10124,554,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,230,10124,501,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,230,10125,577,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,230,10125,527,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,230,10126,540,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,230,10126,490,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,230,10127,521,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,230,10127,502,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,230,10128,831,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,230,10128,710,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,230,10129,580,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,230,10129,549,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,231,10130,635,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,231,10130,576,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,231,10131,580,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,231,10131,509,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,231,10132,685,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,231,10132,622,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,231,10133,930,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,231,10133,835,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,231,10134,876,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,231,10134,733,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,231,10135,652,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,231,10135,602,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,232,10136,738,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,232,10136,675,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,232,10137,845,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,232,10137,742,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,232,10138,1474,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,232,10138,1354,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,232,10139,889,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,232,10139,827,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,233,10140,851,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,233,10140,825,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,233,10141,615,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,233,10141,560,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,233,10142,867,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,233,10142,809,2024-01-01T00:00:00
10,1,Sant Martí,73,la Verneda i la Pau,233,10143,958,2024-01-01T00:00:00
10,2,Sant Martí,73,la Verneda i la Pau,233,10143,851,2024-01-01T00:00:00
