Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,Data_Referencia,EDAT_Q
1,Ciutat Vella,1,el Raval,1,1001,53,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,1,1001,52,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,1,1001,55,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,1,1001,43,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,1,1001,67,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,1,1001,135,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,1,1001,124,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,1,1001,147,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,1,1001,123,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,1,1001,87,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,1,1001,81,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,1,1001,76,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,1,1001,69,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,1,1001,42,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,1,1001,52,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,1,1001,34,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,1,1001,36,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,1,1001,21,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,1,1001,11,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,1,1001,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,1,1002,50,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,1,1002,38,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,1,1002,38,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,1,1002,33,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,1,1002,115,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,1,1002,190,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,1,1002,163,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,1,1002,112,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,1,1002,116,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,1,1002,88,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,1,1002,55,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,1,1002,64,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,1,1002,42,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,1,1002,44,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,1,1002,44,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,1,1002,25,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,1,1002,21,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,1,1002,21,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,1,1002,16,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,1,1002,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,1,1002,..,2024-01-01T00:00:00,20
1,Ciutat Vella,1,el Raval,2,1003,219,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,2,1003,255,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,2,1003,268,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,2,1003,195,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,2,1003,224,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,2,1003,310,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,2,1003,324,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,2,1003,307,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,2,1003,276,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,2,1003,223,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,2,1003,215,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,2,1003,183,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,2,1003,138,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,2,1003,119,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,2,1003,64,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,2,1003,74,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,2,1003,42,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,2,1003,41,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,2,1003,17,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,2,1003,6,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,2,1004,123,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,2,1004,103,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,2,1004,110,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,2,1004,136,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,2,1004,220,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,2,1004,356,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,2,1004,383,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,2,1004,315,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,2,1004,268,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,2,1004,207,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,2,1004,206,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,2,1004,168,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,2,1004,120,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,2,1004,78,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,2,1004,77,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,2,1004,51,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,2,1004,38,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,2,1004,23,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,2,1004,13,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,2,1004,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,2,1004,..,2024-01-01T00:00:00,20
1,Ciutat Vella,1,el Raval,3,1005,75,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,3,1005,86,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,3,1005,102,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,3,1005,102,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,3,1005,182,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,3,1005,266,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,3,1005,269,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,3,1005,214,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,3,1005,193,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,3,1005,178,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,3,1005,142,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,3,1005,125,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,3,1005,103,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,3,1005,90,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,3,1005,58,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,3,1005,49,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,3,1005,38,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,3,1005,30,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,3,1005,17,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,3,1005,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,3,1005,..,2024-01-01T00:00:00,20
1,Ciutat Vella,1,el Raval,3,1006,64,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,3,1006,71,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,3,1006,66,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,3,1006,58,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,3,1006,127,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,3,1006,172,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,3,1006,185,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,3,1006,135,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,3,1006,147,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,3,1006,147,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,3,1006,97,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,3,1006,85,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,3,1006,76,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,3,1006,61,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,3,1006,43,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,3,1006,31,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,3,1006,20,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,3,1006,19,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,3,1006,9,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,3,1006,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,3,1006,..,2024-01-01T00:00:00,20
1,Ciutat Vella,1,el Raval,3,1007,108,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,3,1007,88,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,3,1007,89,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,3,1007,91,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,3,1007,141,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,3,1007,222,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,3,1007,222,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,3,1007,186,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,3,1007,187,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,3,1007,171,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,3,1007,136,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,3,1007,129,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,3,1007,76,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,3,1007,54,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,3,1007,41,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,3,1007,24,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,3,1007,16,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,3,1007,14,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,3,1007,7,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,3,1007,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,4,1008,200,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,4,1008,168,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,4,1008,143,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,4,1008,136,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,4,1008,203,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,4,1008,314,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,4,1008,356,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,4,1008,298,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,4,1008,266,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,4,1008,237,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,4,1008,218,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,4,1008,181,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,4,1008,118,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,4,1008,104,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,4,1008,73,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,4,1008,77,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,4,1008,62,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,4,1008,32,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,4,1008,16,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,4,1008,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,4,1009,108,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,4,1009,108,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,4,1009,92,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,4,1009,81,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,4,1009,121,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,4,1009,190,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,4,1009,239,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,4,1009,209,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,4,1009,194,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,4,1009,173,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,4,1009,141,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,4,1009,132,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,4,1009,78,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,4,1009,64,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,4,1009,51,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,4,1009,54,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,4,1009,40,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,4,1009,28,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,4,1009,11,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,4,1009,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,4,1010,125,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,4,1010,112,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,4,1010,124,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,4,1010,91,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,4,1010,194,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,4,1010,254,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,4,1010,293,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,4,1010,255,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,4,1010,211,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,4,1010,213,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,4,1010,168,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,4,1010,129,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,4,1010,83,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,4,1010,68,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,4,1010,39,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,4,1010,35,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,4,1010,30,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,4,1010,19,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,4,1010,..,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,4,1010,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,5,1011,148,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,5,1011,123,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,5,1011,146,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,5,1011,156,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,5,1011,210,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,5,1011,359,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,5,1011,368,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,5,1011,301,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,5,1011,294,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,5,1011,252,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,5,1011,198,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,5,1011,174,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,5,1011,116,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,5,1011,93,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,5,1011,60,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,5,1011,36,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,5,1011,26,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,5,1011,18,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,5,1011,10,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,5,1011,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,5,1012,79,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,5,1012,73,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,5,1012,70,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,5,1012,89,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,5,1012,119,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,5,1012,212,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,5,1012,208,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,5,1012,202,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,5,1012,166,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,5,1012,163,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,5,1012,133,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,5,1012,97,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,5,1012,92,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,5,1012,65,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,5,1012,54,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,5,1012,37,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,5,1012,19,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,5,1012,23,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,5,1012,12,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,5,1012,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,5,1013,48,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,5,1013,76,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,5,1013,59,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,5,1013,69,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,5,1013,91,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,5,1013,111,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,5,1013,163,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,5,1013,124,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,5,1013,116,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,5,1013,121,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,5,1013,111,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,5,1013,95,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,5,1013,82,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,5,1013,55,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,5,1013,45,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,5,1013,33,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,5,1013,24,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,5,1013,28,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,5,1013,14,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,5,1013,5,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,5,1013,..,2024-01-01T00:00:00,20
1,Ciutat Vella,1,el Raval,6,1014,54,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,6,1014,48,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,6,1014,61,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,6,1014,91,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,6,1014,115,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,6,1014,167,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,6,1014,190,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,6,1014,144,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,6,1014,143,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,6,1014,174,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,6,1014,174,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,6,1014,118,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,6,1014,92,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,6,1014,72,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,6,1014,50,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,6,1014,34,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,6,1014,22,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,6,1014,22,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,6,1014,13,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,6,1014,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,6,1015,108,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,6,1015,110,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,6,1015,84,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,6,1015,94,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,6,1015,155,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,6,1015,224,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,6,1015,299,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,6,1015,220,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,6,1015,206,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,6,1015,190,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,6,1015,157,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,6,1015,128,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,6,1015,110,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,6,1015,85,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,6,1015,45,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,6,1015,47,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,6,1015,26,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,6,1015,25,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,6,1015,14,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,6,1015,7,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,6,1016,79,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,6,1016,86,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,6,1016,84,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,6,1016,115,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,6,1016,109,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,6,1016,194,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,6,1016,228,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,6,1016,206,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,6,1016,182,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,6,1016,196,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,6,1016,148,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,6,1016,149,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,6,1016,123,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,6,1016,65,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,6,1016,45,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,6,1016,32,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,6,1016,13,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,6,1016,23,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,6,1016,8,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,6,1016,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,6,1017,99,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,6,1017,109,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,6,1017,105,2024-01-01T00:00:00,2
1,Ciutat Vella,1,el Raval,6,1017,120,2024-01-01T00:00:00,3
1,Ciutat Vella,1,el Raval,6,1017,180,2024-01-01T00:00:00,4
1,Ciutat Vella,1,el Raval,6,1017,252,2024-01-01T00:00:00,5
1,Ciutat Vella,1,el Raval,6,1017,296,2024-01-01T00:00:00,6
1,Ciutat Vella,1,el Raval,6,1017,231,2024-01-01T00:00:00,7
1,Ciutat Vella,1,el Raval,6,1017,226,2024-01-01T00:00:00,8
1,Ciutat Vella,1,el Raval,6,1017,227,2024-01-01T00:00:00,9
1,Ciutat Vella,1,el Raval,6,1017,180,2024-01-01T00:00:00,10
1,Ciutat Vella,1,el Raval,6,1017,147,2024-01-01T00:00:00,11
1,Ciutat Vella,1,el Raval,6,1017,106,2024-01-01T00:00:00,12
1,Ciutat Vella,1,el Raval,6,1017,99,2024-01-01T00:00:00,13
1,Ciutat Vella,1,el Raval,6,1017,53,2024-01-01T00:00:00,14
1,Ciutat Vella,1,el Raval,6,1017,43,2024-01-01T00:00:00,15
1,Ciutat Vella,1,el Raval,6,1017,19,2024-01-01T00:00:00,16
1,Ciutat Vella,1,el Raval,6,1017,22,2024-01-01T00:00:00,17
1,Ciutat Vella,1,el Raval,6,1017,6,2024-01-01T00:00:00,18
1,Ciutat Vella,1,el Raval,6,1017,..,2024-01-01T00:00:00,19
1,Ciutat Vella,1,el Raval,7,1018,42,2024-01-01T00:00:00,0
1,Ciutat Vella,1,el Raval,7,1018,54,2024-01-01T00:00:00,1
1,Ciutat Vella,1,el Raval,7,1018,59,2024-01-01T00:00:00,2
